Census Tract,County,Total:,Total:!!White alone,Total:!!Black or African American alone,Total:!!American Indian and Alaska Native alone,Total:!!Asian alone,Total:!!Native Hawaiian and Other Pacific Islander alone,Total:!!Some other race alone,Total:!!Two or more races:,Total:!!Two or more races:!!Two races including Some other race,"Total:!!Two or more races:!!Two races excluding Some other race, and three or more races"
4044.01,Los Angeles,"3,969","2,027",43,177,111,3,993,615,568,47
4044.02,Los Angeles,"5,115","2,102",256,58,945,46,870,838,668,170
4045.01,Los Angeles,"2,791",948,6,0,220,0,"1,324",293,279,14
4045.03,Los Angeles,"2,763","1,135",127,12,428,26,565,470,324,146
4045.04,Los Angeles,"4,934","2,126",129,176,669,0,"1,306",528,98,430
4046,Los Angeles,"1,365",699,0,0,10,0,508,148,144,4
4047.01,Los Angeles,"5,939","2,321",8,216,"1,176",0,"1,662",556,422,134
4047.02,Los Angeles,"5,424","1,999",209,0,"1,672",0,906,638,506,132
4047.03,Los Angeles,"3,225","1,086",61,22,458,0,"1,238",360,356,4
4048.04,Los Angeles,"4,704","1,737",50,220,"1,202",0,"1,027",468,457,11
4048.05,Los Angeles,"3,074","1,113",0,0,812,0,574,575,575,0
4048.06,Los Angeles,"6,337","2,736",108,46,"1,238",83,"1,808",318,207,111
4049.01,Los Angeles,"6,143","2,003",107,253,"1,463",0,"1,928",389,389,0
4049.02,Los Angeles,"3,933","1,080",6,56,"1,152",0,"1,127",512,474,38
4049.03,Los Angeles,"2,344",885,0,165,657,0,472,165,165,0
4050.01,Los Angeles,"5,849","2,269",34,246,"1,056",0,"1,923",321,258,63
4050.02,Los Angeles,"3,488",680,64,113,457,0,"1,531",643,620,23
4051.01,Los Angeles,"5,843","1,087",54,306,"1,606",0,"1,793",997,809,188
4051.02,Los Angeles,"5,204","1,771",132,38,"1,303",0,"1,487",473,449,24
4052.01,Los Angeles,"5,146","2,295",77,73,913,0,"1,495",293,254,39
4052.02,Los Angeles,"4,908","1,922",99,50,603,258,"1,652",324,324,0
4052.03,Los Angeles,"3,098","1,138",57,7,675,0,"1,165",56,25,31
4053.01,Los Angeles,"3,097",921,96,100,550,6,"1,185",239,150,89
4053.02,Los Angeles,"5,522","1,937",147,155,977,0,"1,597",709,585,124
4054,Los Angeles,"4,988","2,740",120,7,390,62,898,771,684,87
4055,Los Angeles,"6,475","2,573",105,200,"1,481",8,"1,445",663,294,369
4056,Los Angeles,"5,335","2,534",135,0,"1,045",0,"1,166",455,344,111
4057.01,Los Angeles,"4,080","2,279",149,13,807,0,613,219,188,31
4057.02,Los Angeles,"4,966","2,256",314,0,785,0,812,799,706,93
4058,Los Angeles,"5,840","2,909",84,8,839,0,"1,219",781,442,339
4059,Los Angeles,"3,869","2,097",115,66,496,0,823,272,88,184
4060,Los Angeles,"5,565","3,153",238,11,541,20,960,642,468,174
4061.01,Los Angeles,"2,905","1,841",139,56,202,0,182,485,358,127
4061.03,Los Angeles,"7,912","4,533",320,165,665,0,"1,638",591,254,337
4062.01,Los Angeles,"3,740","1,561",151,11,718,0,"1,120",179,172,7
4063,Los Angeles,"5,964","1,906",118,173,"1,951",7,"1,543",266,78,188
4064.13,Los Angeles,"6,250","2,650",132,20,"1,197",0,"1,793",458,185,273
4065,Los Angeles,"6,512","1,754",218,14,"2,145",0,"1,347","1,034",654,380
4066.01,Los Angeles,"5,375","2,482",300,24,"1,221",15,"1,059",274,92,182
4066.02,Los Angeles,"4,887","1,573",5,24,"1,021",0,"2,064",200,158,42
4067.01,Los Angeles,"3,259",712,242,7,725,1,"1,281",291,247,44
4067.02,Los Angeles,"6,259","2,219",266,21,"1,542",113,"1,800",298,236,62
4068.01,Los Angeles,"5,023","1,746",115,63,"1,183",46,"1,440",430,315,115
4069.03,Los Angeles,"8,251","3,264",427,28,"1,093",148,"2,543",748,643,105
4070.01,Los Angeles,"5,974","2,347",16,0,453,0,"2,666",492,439,53
4070.02,Los Angeles,"3,475","1,473",5,0,386,0,"1,585",26,12,14
4071.01,Los Angeles,"4,973","1,923",12,153,351,0,"2,348",186,186,0
4071.02,Los Angeles,"5,697","1,298",117,172,835,0,"3,061",214,157,57
4072.01,Los Angeles,"3,742","1,516",2,58,489,0,"1,488",189,143,46
4072.02,Los Angeles,"3,526","1,148",0,500,389,0,"1,299",190,190,0
4073.01,Los Angeles,"4,671","1,945",234,0,802,5,"1,553",132,64,68
4073.02,Los Angeles,"3,682","2,297",48,18,356,7,748,208,8,200
4074,Los Angeles,"2,002",595,100,12,622,28,411,234,105,129
4075.01,Los Angeles,"4,413","1,269",45,20,"1,135",0,"1,780",164,158,6
4075.02,Los Angeles,"3,890","1,165",105,25,279,0,"2,136",180,82,98
4076.01,Los Angeles,"4,303","1,089",79,25,653,30,"2,313",114,114,0
4076.02,Los Angeles,"4,451","1,385",206,33,435,10,"1,894",488,459,29
4077.01,Los Angeles,"4,051","1,626",18,0,792,22,"1,509",84,84,0
4077.02,Los Angeles,"6,940","2,999",179,166,"1,174",0,"2,070",352,325,27
4078.01,Los Angeles,"5,704","2,155",252,0,"1,223",0,"1,849",225,190,35
4078.02,Los Angeles,"3,273","1,209",46,73,837,42,933,133,70,63
4079.01,Los Angeles,"3,992","1,750",62,10,647,38,"1,094",391,361,30
4079.02,Los Angeles,"1,588",270,91,97,793,0,336,1,1,0
4080.03,Los Angeles,"4,415","1,324",238,44,"1,411",0,"1,152",246,131,115
4080.04,Los Angeles,"2,521",508,464,0,837,0,598,114,72,42
4080.05,Los Angeles,"5,377","1,921",316,26,"2,002",0,692,420,107,313
4080.06,Los Angeles,"3,240",615,117,0,"1,686",19,643,160,37,123
4081.33,Los Angeles,"5,622",999,680,39,"1,842",0,"1,825",237,146,91
4081.34,Los Angeles,"2,746",511,56,0,"1,675",0,221,283,235,48
4081.35,Los Angeles,"4,617",850,165,0,"2,514",0,758,330,153,177
4081.36,Los Angeles,"3,590",945,381,25,"1,303",0,749,187,124,63
4081.37,Los Angeles,"4,134","1,024",372,0,"1,646",66,849,177,133,44
4081.38,Los Angeles,"5,020","2,137",20,30,240,0,"2,090",503,367,136
4081.39,Los Angeles,"4,689","1,764",10,0,260,0,"2,495",160,160,0
4081.4,Los Angeles,"3,973","1,037",46,0,356,0,"2,382",152,137,15
4081.41,Los Angeles,"4,626","1,315",34,0,871,0,"2,381",25,25,0
4082.12,Los Angeles,"4,985",806,123,1,"2,794",0,943,318,243,75
4082.13,Los Angeles,"6,154","1,128",104,0,"3,958",75,619,270,42,228
4083.01,Los Angeles,"6,319","1,950",29,0,742,0,"3,361",237,204,33
4083.02,Los Angeles,"3,528","1,490",0,6,484,0,"1,361",187,54,133
4083.03,Los Angeles,"4,764","1,677",66,0,741,0,"1,442",838,607,231
4084.01,Los Angeles,"4,595","1,225",142,13,"1,037",86,"1,751",341,184,157
4084.02,Los Angeles,"6,669","3,647",78,160,"1,429",0,"1,069",286,84,202
4085.03,Los Angeles,"6,626","2,213",135,21,"2,683",11,778,785,444,341
4085.04,Los Angeles,"5,556","1,983",18,0,"1,663",0,"1,575",317,208,109
4085.05,Los Angeles,"2,526","1,204",32,23,"1,049",3,152,63,63,0
4086.23,Los Angeles,"3,224",913,176,0,"1,765",0,231,139,66,73
4086.24,Los Angeles,"3,229",645,2,76,"2,098",0,356,52,27,25
4086.25,Los Angeles,"3,841","1,252",0,11,"2,012",0,533,33,15,18
4086.26,Los Angeles,"3,981",708,75,0,"2,958",0,222,18,18,0
4086.27,Los Angeles,"2,864",570,47,0,"1,949",5,274,19,0,19
4086.28,Los Angeles,"5,358","1,062",24,0,"3,423",0,736,113,0,113
4086.29,Los Angeles,"2,839",765,56,10,"1,696",0,256,56,0,56
4086.31,Los Angeles,"5,084","1,752",2,0,"1,920",0,"1,000",410,105,305
4087.03,Los Angeles,"6,125",717,46,0,"4,839",0,249,274,184,90
4087.05,Los Angeles,"5,928",823,0,0,"4,520",0,440,145,101,44
4087.07,Los Angeles,"6,610","1,006",59,190,"4,744",41,242,328,69,259
4087.22,Los Angeles,"4,470",923,1,36,"2,704",110,431,265,152,113
4087.24,Los Angeles,"5,396",458,93,65,"2,388",0,"2,354",38,38,0
4087.25,Los Angeles,"6,449","1,534",131,0,"3,848",0,613,323,223,100
4088,Los Angeles,"4,570","1,893",614,17,257,0,"1,512",277,99,178
4089,Los Angeles,"6,021","4,127",276,17,562,0,180,859,531,328
4090,Los Angeles,"7,550","2,273",245,216,634,4,"2,892","1,286","1,046",240
4091,Los Angeles,"5,403","2,220",16,100,"1,431",0,"1,405",231,143,88
4300.03,Los Angeles,"5,183","2,997",207,342,919,0,384,334,165,169
4300.04,Los Angeles,"2,633","1,765",181,0,547,0,49,91,91,0
4300.05,Los Angeles,"3,683","2,149",303,68,771,0,292,100,0,100
4301.01,Los Angeles,"5,132","2,823",510,5,849,10,550,385,297,88
4301.02,Los Angeles,"4,768","1,785",276,69,441,0,"1,698",499,466,33
4302,Los Angeles,"1,045",617,10,0,339,0,15,64,26,38
4303.01,Los Angeles,"4,665","3,428",180,15,441,0,65,536,399,137
4303.02,Los Angeles,"5,281","3,481",66,55,363,33,484,799,85,714
4304,Los Angeles,"4,643","1,601",100,0,"2,837",0,0,105,31,74
4305.01,Los Angeles,"4,286","2,761",440,8,748,0,100,229,39,190
4305.02,Los Angeles,"6,543","5,074",51,15,"1,106",0,23,274,47,227
4306,Los Angeles,"4,748","1,571",88,0,"2,455",0,13,621,58,563
4307.01,Los Angeles,"5,671","2,567",57,0,"2,664",0,82,301,171,130
4307.21,Los Angeles,"3,745","1,244",166,0,"2,098",0,126,111,36,75
4307.23,Los Angeles,"4,841","1,351",43,0,"2,545",0,283,619,343,276
4307.24,Los Angeles,"4,565","1,034",123,0,"2,730",0,437,241,65,176
4308.01,Los Angeles,"6,691","1,687",240,0,"3,824",32,142,766,443,323
4308.02,Los Angeles,"4,346",918,17,33,"3,254",0,55,69,21,48
4308.03,Los Angeles,"5,393","1,492",0,16,"3,322",0,309,254,129,125
4309.01,Los Angeles,"4,377","2,365",379,0,742,0,328,563,290,273
4309.02,Los Angeles,"4,725","2,074",257,0,"1,145",0,844,405,301,104
4310.02,Los Angeles,"2,827","1,920",137,0,297,192,60,221,113,108
4310.03,Los Angeles,"4,707","2,341",354,0,410,0,402,"1,200",941,259
4310.04,Los Angeles,"3,444","2,387",28,0,217,0,648,164,53,111
4311,Los Angeles,"6,992","3,420",923,117,968,75,"1,183",306,96,210
4312,Los Angeles,"6,351","2,194",507,12,668,6,"2,143",821,708,113
4313,Los Angeles,"2,700","1,417",22,13,374,108,330,436,225,211
4314,Los Angeles,"4,098","1,267",30,0,"1,766",44,303,688,526,162
4315.01,Los Angeles,"4,046","1,089",31,49,"1,657",2,886,332,264,68
4315.02,Los Angeles,"4,138","1,298",43,7,"2,039",0,291,460,340,120
4316,Los Angeles,"4,348",937,118,25,"2,754",0,167,347,188,159
4317.01,Los Angeles,"6,094",787,130,0,"4,647",0,325,205,0,205
4318,Los Angeles,"5,349","1,821",125,0,"2,904",57,166,276,77,199
4319,Los Angeles,"3,841",806,8,0,"2,552",45,170,260,181,79
4320.01,Los Angeles,"2,462",298,37,0,"1,988",0,106,33,32,1
4320.02,Los Angeles,"4,967","1,374",1,37,"3,066",33,273,183,63,120
4321.01,Los Angeles,"4,204","1,162",1,45,"2,575",0,35,386,178,208
4321.02,Los Angeles,"5,934","1,488",63,20,"3,709",0,477,177,35,142
4322.01,Los Angeles,"5,448",688,14,0,"4,090",7,547,102,14,88
4322.02,Los Angeles,"4,185",591,18,115,"2,688",0,696,77,77,0
4323,Los Angeles,"4,063","1,028",0,33,"1,416",193,649,744,724,20
4324.01,Los Angeles,"3,970","1,465",20,12,"1,396",0,640,437,411,26
4324.02,Los Angeles,"6,579","1,561",60,17,"2,594",7,"1,470",870,831,39
4325.01,Los Angeles,"4,835","1,958",26,5,"1,853",13,770,210,136,74
4325.02,Los Angeles,"3,969",605,0,143,"1,780",43,538,860,819,41
4326.01,Los Angeles,"7,280","2,181",268,18,"2,648",0,"1,266",899,850,49
4326.02,Los Angeles,"4,535",977,1,0,"1,892",6,"1,485",174,124,50
4327,Los Angeles,"6,158","2,491",0,44,"1,521",7,"1,328",767,767,0
4328.01,Los Angeles,"2,515",439,0,0,"1,154",0,733,189,165,24
4328.02,Los Angeles,"5,356","2,084",0,660,"1,043",28,"1,377",164,164,0
4329.01,Los Angeles,"4,061",530,44,0,"2,418",0,996,73,47,26
4329.02,Los Angeles,"3,210",692,16,20,"1,796",0,464,222,82,140
4331.03,Los Angeles,"7,231","1,324",0,187,"3,319",51,"2,315",35,21,14
4332,Los Angeles,"6,092","1,865",46,0,"1,837",119,"1,754",471,471,0
4333.02,Los Angeles,"1,711",585,62,0,537,0,527,0,0,0
4333.04,Los Angeles,"4,691","1,917",66,238,"1,227",0,869,374,315,59
4333.05,Los Angeles,"4,617","1,292",18,6,"1,340",42,"1,577",342,263,79
4333.06,Los Angeles,"3,527","1,313",69,45,"1,140",69,689,202,183,19
4333.07,Los Angeles,"2,858",765,6,147,"1,047",0,795,98,76,22
4334.02,Los Angeles,"4,904","1,720",15,32,797,107,"1,889",344,76,268
4334.03,Los Angeles,"4,842","1,362",23,0,"1,015",21,"2,234",187,72,115
4335.05,Los Angeles,"4,800","1,166",72,0,"1,637",200,"1,349",376,334,42
4335.06,Los Angeles,"4,013","1,534",0,46,630,0,"1,527",276,248,28
4336.01,Los Angeles,"5,482",578,1,0,"3,718",86,"1,085",14,14,0
4336.02,Los Angeles,"2,936",356,0,0,"2,022",0,494,64,49,15
4338.03,Los Angeles,"3,363","1,373",34,48,546,0,979,383,374,9
4338.04,Los Angeles,"4,795","1,881",22,74,298,0,"2,304",216,216,0
4339.01,Los Angeles,"5,724","2,265",18,174,"1,193",23,"1,466",585,457,128
4339.03,Los Angeles,"5,328","1,705",21,85,500,0,"2,350",667,660,7
4340.01,Los Angeles,"4,128","1,384",6,26,"1,180",0,"1,256",276,73,203
4340.03,Los Angeles,"4,104","1,698",14,19,532,0,"1,669",172,165,7
4340.04,Los Angeles,"3,037",910,36,19,524,0,"1,253",295,295,0
4341,Los Angeles,"6,804","2,685",39,38,"1,249",0,"2,413",380,327,53
4600.01,Los Angeles,"1,718","1,399",1,0,258,0,14,46,19,27
4600.02,Los Angeles,"2,795","1,618",57,0,863,0,114,143,32,111
4601.01,Los Angeles,"6,076","4,220",534,0,729,0,120,473,86,387
4602,Los Angeles,"5,622","2,010","1,498",0,398,40,"1,362",314,21,293
4603.01,Los Angeles,"4,239","2,282","1,167",69,160,0,171,390,39,351
4603.02,Los Angeles,"4,529","1,853","1,410",8,175,0,561,522,422,100
4604.01,Los Angeles,"1,071",455,316,0,132,12,126,30,0,30
4605.01,Los Angeles,"5,151","2,780",0,0,"1,878",0,51,442,89,353
4605.02,Los Angeles,"4,725","2,652",12,0,"1,691",0,91,279,41,238
4606.01,Los Angeles,"5,312","3,533",0,0,"1,311",0,147,321,170,151
4607,Los Angeles,"4,890","3,334",123,0,"1,101",0,189,143,6,137
4608,Los Angeles,"2,822","2,039",66,0,541,0,78,98,82,16
4609,Los Angeles,"6,669","2,045",908,0,502,0,"2,808",406,73,333
4610,Los Angeles,"5,780","1,604","2,016",58,195,0,"1,640",267,82,185
4611,Los Angeles,"5,438","2,309","1,047",104,178,0,"1,460",340,132,208
4612,Los Angeles,"4,497","3,230",486,8,196,0,227,350,127,223
4613,Los Angeles,"6,456","5,019",230,30,211,5,632,329,0,329
4614,Los Angeles,"3,207","2,043",229,37,250,0,218,430,155,275
4615.01,Los Angeles,"3,917","1,383",781,3,477,0,983,290,89,201
4615.02,Los Angeles,"6,533","2,309","1,266",5,421,0,"2,164",368,214,154
4616,Los Angeles,"6,125","2,335","1,115",0,594,0,"1,681",400,135,265
4617,Los Angeles,"1,450",979,162,0,154,0,83,72,39,33
4619.01,Los Angeles,"4,809","1,552",644,40,533,12,"1,310",718,498,220
4619.02,Los Angeles,"1,814",769,216,0,643,0,86,100,46,54
4620.01,Los Angeles,"4,524","1,139",658,14,176,147,"2,052",338,206,132
4620.02,Los Angeles,"3,633",971,502,44,73,20,"1,835",188,132,56
4621,Los Angeles,"5,504","2,005",306,46,573,0,"2,003",571,276,295
4622.01,Los Angeles,"3,883","1,754",218,157,761,0,418,575,435,140
4622.02,Los Angeles,"3,083","1,310",147,0,"1,057",0,382,187,32,155
4623.01,Los Angeles,"5,216","2,525",463,36,421,0,"1,408",363,102,261
4623.02,Los Angeles,"3,311","1,394",301,0,714,0,575,327,112,215
4624,Los Angeles,"3,943","2,348",179,35,443,31,449,458,250,208
4625,Los Angeles,"6,538","4,124",173,0,"1,370",0,63,808,233,575
4626,Los Angeles,"2,286","1,516",91,9,247,0,180,243,25,218
4627,Los Angeles,"5,386","2,589",256,0,"1,029",0,"1,072",440,132,308
4628,Los Angeles,"2,854","1,454",286,0,494,13,361,246,126,120
4629,Los Angeles,"3,700","2,204",137,0,665,0,220,474,287,187
4630,Los Angeles,"2,919","1,608",211,0,794,0,58,248,28,220
4631.03,Los Angeles,"6,125","2,760",165,42,"1,898",35,816,409,80,329
4632,Los Angeles,"3,602","1,594",161,0,"1,173",21,445,208,83,125
4633,Los Angeles,"2,038","1,037",67,0,630,0,191,113,70,43
4634,Los Angeles,"5,835","2,704",344,29,"1,636",0,711,411,25,386
4635,Los Angeles,"6,064","3,466",229,21,"1,809",8,287,244,0,244
4636.01,Los Angeles,"5,993","3,531",117,12,"1,611",35,361,326,87,239
4636.02,Los Angeles,"6,414","2,823",509,29,"2,459",0,197,397,184,213
4637,Los Angeles,"3,151","2,135",177,0,412,0,111,316,118,198
4638,Los Angeles,"4,188","2,693",29,0,737,0,255,474,243,231
4639,Los Angeles,"3,249","2,106",169,26,569,0,118,261,30,231
4640,Los Angeles,"5,575","3,297",511,0,"1,361",0,86,320,16,304
4641.01,Los Angeles,"2,176",849,0,0,"1,316",0,0,11,0,11
4641.02,Los Angeles,"4,742","1,464",40,0,"2,978",25,88,147,55,92
4642,Los Angeles,"6,102","1,606",28,0,"4,111",0,206,151,35,116
4800.02,Los Angeles,"3,978","1,278",13,0,"2,270",0,308,109,38,71
4800.11,Los Angeles,"5,154","1,312",29,21,"2,521",6,"1,061",204,166,38
4800.12,Los Angeles,"4,689","1,041",75,0,"2,781",35,466,291,161,130
4801.01,Los Angeles,"3,996",573,4,14,"3,088",0,208,109,1,108
4801.02,Los Angeles,"4,428","1,177",99,76,"2,686",0,266,124,14,110
4802.01,Los Angeles,"3,722","1,544",64,0,"1,377",0,361,376,135,241
4802.02,Los Angeles,"2,772",754,25,25,"1,327",0,458,183,54,129
4803.02,Los Angeles,"4,217","1,428",21,79,"1,877",11,606,195,94,101
4803.03,Los Angeles,"4,499",860,268,0,"2,098",0,988,285,149,136
4803.04,Los Angeles,"4,482",620,69,54,"2,703",0,888,148,100,48
4804,Los Angeles,"5,446","1,636",198,17,"2,508",0,796,291,16,275
4805,Los Angeles,"5,137","3,434",3,0,"1,282",0,170,248,49,199
4806.01,Los Angeles,"3,925","1,824",322,0,"1,087",0,188,504,213,291
4806.02,Los Angeles,"3,959","2,213",167,12,911,0,202,454,103,351
4807.02,Los Angeles,"4,134","1,722",191,0,"1,811",0,161,249,128,121
4807.03,Los Angeles,"4,132","1,930",204,0,"1,518",0,180,300,106,194
4807.04,Los Angeles,"4,191","1,769",284,45,"1,555",0,299,239,20,219
4808.02,Los Angeles,"3,277",744,16,0,"1,327",7,"1,000",183,89,94
4808.03,Los Angeles,"3,474","1,348",37,48,876,0,878,287,129,158
4808.04,Los Angeles,"5,350",960,261,0,"2,530",0,"1,144",455,283,172
4809.01,Los Angeles,"5,020",758,198,38,"2,569",0,"1,346",111,23,88
4809.02,Los Angeles,"4,452",929,35,31,"2,385",0,949,123,80,43
4809.03,Los Angeles,"3,181",701,0,4,"1,961",0,344,171,66,105
4810.01,Los Angeles,"4,826",875,310,13,"2,866",0,680,82,28,54
4810.02,Los Angeles,"5,187",961,0,74,"2,787",0,"1,156",209,153,56
4811.01,Los Angeles,"4,427","1,325",58,9,"2,149",0,730,156,27,129
4811.02,Los Angeles,"3,643",813,59,12,"2,228",0,337,194,41,153
4811.03,Los Angeles,"5,365",546,22,14,"3,087",0,"1,540",156,69,87
4812.01,Los Angeles,"4,095",622,22,0,"2,339",0,849,263,222,41
4812.03,Los Angeles,"6,128","1,290",18,0,"3,331",0,"1,255",234,111,123
4813,Los Angeles,"3,225",475,22,6,"2,125",7,567,23,7,16
4814.01,Los Angeles,"5,494",522,2,15,"3,957",0,696,302,154,148
4814.03,Los Angeles,"3,172",448,0,0,"2,200",47,369,108,19,89
4814.04,Los Angeles,"3,758",423,19,0,"2,867",0,372,77,0,77
4815,Los Angeles,"4,542",397,90,0,"3,448",0,546,61,0,61
4816.03,Los Angeles,"3,226",368,0,112,"2,050",235,381,80,35,45
4816.04,Los Angeles,"3,970","1,136",80,15,"2,108",0,619,12,0,12
4816.05,Los Angeles,"2,711",463,35,15,"1,899",8,245,46,0,46
4816.06,Los Angeles,"5,081",694,258,23,"3,204",0,728,174,156,18
4817.11,Los Angeles,"4,238",341,15,0,"3,598",80,189,15,0,15
4817.12,Los Angeles,"5,570",417,0,0,"4,518",79,525,31,0,31
4817.13,Los Angeles,"2,655",197,0,44,"1,867",0,492,55,0,55
4817.14,Los Angeles,"2,702",181,12,0,"2,362",13,48,86,17,69
4818,Los Angeles,"2,485",638,1,0,"1,622",0,171,53,9,44
4819.01,Los Angeles,"5,758","2,005",34,19,"1,899",0,"1,307",494,388,106
4819.02,Los Angeles,"3,325",882,120,26,"1,197",0,833,267,187,80
4820.01,Los Angeles,"2,673",310,1,0,"2,122",0,130,110,20,90
4820.02,Los Angeles,"6,947","1,271",90,54,"3,856",17,"1,559",100,57,43
4821.01,Los Angeles,"4,574",830,13,0,"2,990",8,610,123,82,41
4821.02,Los Angeles,"3,079",472,48,28,"2,147",0,183,201,78,123
4822.01,Los Angeles,"3,923",481,1,0,"2,879",0,459,103,79,24
4822.02,Los Angeles,"5,329",326,86,201,"3,962",0,709,45,0,45
4823.01,Los Angeles,"5,515",367,23,0,"4,489",0,573,63,27,36
4823.03,Los Angeles,"5,713",526,0,105,"3,865",0,"1,173",44,14,30
4823.04,Los Angeles,"3,037",546,45,0,"1,552",0,732,162,117,45
4824.01,Los Angeles,"3,491",464,0,25,"2,010",0,738,254,231,23
4824.03,Los Angeles,"3,471",65,0,0,"1,874",0,"1,528",4,0,4
4824.04,Los Angeles,"3,443",367,9,0,"2,486",0,435,146,7,139
4825.02,Los Angeles,"3,399",259,22,0,"2,670",0,399,49,0,49
4825.03,Los Angeles,"4,303",587,14,210,"2,746",0,514,232,19,213
4825.21,Los Angeles,"5,642",804,35,10,"3,668",0,"1,038",87,5,82
4825.22,Los Angeles,"4,403","1,300",19,16,"1,974",0,904,190,74,116
4826,Los Angeles,"6,446","1,175",0,35,"4,134",0,848,254,101,153
4827.01,Los Angeles,"4,120",860,48,0,"1,616",0,"1,481",115,36,79
4827.02,Los Angeles,"2,383",581,24,3,"1,184",0,466,125,44,81
4828.01,Los Angeles,"4,162",750,105,52,"1,873",8,907,467,429,38
5001,Los Angeles,"3,521","1,978",5,12,548,0,742,236,115,121
5002.02,Los Angeles,"4,970","2,770",32,47,902,0,703,516,429,87
5002.03,Los Angeles,"4,230","3,174",40,0,253,0,463,300,243,57
5002.04,Los Angeles,"2,134","1,695",1,0,352,0,43,43,43,0
5003,Los Angeles,"2,931","1,580",45,0,418,0,619,269,182,87
5004.02,Los Angeles,"5,190","1,583",0,70,482,0,"2,977",78,35,43
5004.03,Los Angeles,"3,464","1,938",5,64,209,0,"1,233",15,12,3
5004.04,Los Angeles,"4,278","1,846",7,0,301,0,"1,985",139,107,32
5005,Los Angeles,"2,846","1,343",19,20,176,0,"1,235",53,53,0
5006,Los Angeles,"5,036","1,617",0,36,134,0,"2,753",496,394,102
5007,Los Angeles,"7,196","3,053",26,39,195,0,"3,372",511,433,78
5008,Los Angeles,"5,299","2,788",60,49,41,0,"2,143",218,207,11
5009,Los Angeles,"5,948","2,728",43,42,292,3,"2,425",415,317,98
5010.01,Los Angeles,"3,361","1,066",0,168,16,0,"1,729",382,361,21
5010.02,Los Angeles,"4,759","2,050",0,37,122,0,"2,262",288,198,90
5012,Los Angeles,"4,814","1,891",11,42,482,0,"2,103",285,138,147
5013.01,Los Angeles,"3,098","1,707",0,48,43,0,779,521,393,128
5013.02,Los Angeles,"3,766","1,970",61,42,71,2,"1,100",520,518,2
5014,Los Angeles,"3,430","1,146",68,114,137,0,"1,804",161,53,108
5015.01,Los Angeles,"2,150","1,148",6,15,197,0,622,162,115,47
5015.03,Los Angeles,"5,583","2,043",42,160,116,0,"2,879",343,167,176
5015.04,Los Angeles,"3,222",896,34,13,345,0,"1,814",120,71,49
5016,Los Angeles,"7,425","4,713",132,60,"1,052",4,"1,282",182,20,162
5017,Los Angeles,"3,486","2,292",45,0,110,0,734,305,305,0
5018.02,Los Angeles,"3,281","1,551",268,29,56,0,"1,125",252,131,121
5018.03,Los Angeles,"4,372","1,213",43,53,41,0,"2,729",293,85,208
5018.04,Los Angeles,"2,174",703,77,0,36,0,"1,163",195,170,25
5019,Los Angeles,"4,259","2,187",94,23,100,0,"1,537",318,170,148
5020.03,Los Angeles,"2,609",895,16,32,32,0,"1,472",162,142,20
5020.04,Los Angeles,"4,284","1,305",78,39,101,0,"2,643",118,52,66
5020.05,Los Angeles,"4,905","1,774",72,12,8,0,"2,623",416,331,85
5021,Los Angeles,"4,881","2,068",75,65,85,18,"1,872",698,583,115
5022,Los Angeles,"7,039","3,269",9,85,135,0,"3,136",405,347,58
5023.03,Los Angeles,"8,506","2,405",331,0,66,0,"5,389",315,251,64
5024.01,Los Angeles,"5,059","2,224",141,0,160,11,"2,226",297,276,21
5024.02,Los Angeles,"3,678","2,097",2,93,53,5,"1,315",113,85,28
5025,Los Angeles,"4,166","2,133",0,95,27,31,"1,625",255,178,77
5026.02,Los Angeles,"4,155","2,320",153,0,79,0,"1,267",336,241,95
5026.03,Los Angeles,"3,378","1,513",121,0,43,0,"1,619",82,68,14
5026.04,Los Angeles,"3,931","2,309",3,51,52,0,"1,002",514,489,25
5027,Los Angeles,"7,007","2,337",328,103,246,11,"3,287",695,498,197
5028.01,Los Angeles,"6,133","2,830",46,48,196,0,"2,539",474,397,77
